id,age,household_income,weight,height,children,happiness,fitness,food_expenses,alcohol_expenses,tattoos,rhine_swimming,data_use,consultations,anual_hiking_hours,sex,education,confession,fasnacht_active,eye_correction
bas_PQFNS,43.2,7e3,71.4,156.5,2,7,4,440,37,2,12,59,5,51,female,apprenticeship,confessionless,no,yes
bas_UANOE,61.5,5600,63.1,187.6,0,9,1,471,22,6,4,63,4,109,male,SEK_III,catholic,no,no
bas_PCQQB,38.3,8900,89.1,167.3,1,9,8,407,47,1,1,89,4,0,male,apprenticeship,evangelical-reformed,no,yes
bas_QQUZP,56.2,8e3,97.4,189.4,2,6,4,558,52,0,8,95,6,42,male,apprenticeship,confessionless,no,no
bas_VUVUL,31.4,8e3,81.7,183.2,1,9,5,559,12,0,4,101,4,71,male,apprenticeship,catholic,no,yes
bas_FJWXD,43,6300,95.5,169.1,2,8,7,435,0,6,4,88,4,53,male,obligatory_school,evangelical-reformed,no,yes
bas_JEMRZ,27.2,7900,58.6,190.2,2,7,2,438,0,0,4,85,5,43,female,SEK_III,catholic,no,no
bas_JENII,26.9,7300,81.4,183.7,1,6,6,435,27,0,5,100,4,67,male,apprenticeship,other,no,no
bas_GOYYY,48.6,9700,85.8,166.3,1,9,8,504,44,0,0,89,3,41,male,SEK_III,confessionless,no,yes
bas_FIFJB,23.3,4300,89.9,191,1,9,7,362,55,6,0,84,1,43,male,SEK_III,catholic,no,no
bas_QEACZ,27.1,5300,95.1,179.4,2,7,3,513,26,0,1,89,4,58,male,apprenticeship,catholic,no,yes
bas_XRGFP,60.3,6900,55.4,170,3,7,3,462,46,0,6,64,4,47,female,obligatory_school,evangelical-reformed,no,no
bas_DUOPF,60.9,7300,66.7,170.3,1,9,8,377,10,5,2,39,10,81,female,apprenticeship,catholic,no,no
bas_RRIMC,27.3,6400,90,171.6,1,9,6,495,58,9,5,119,4,34,male,apprenticeship,evangelical-reformed,no,yes
bas_ZZBLT,66.1,7800,58.8,166.3,1,9,2,451,30,0,6,129,4,77,female,SEK_III,muslim,no,no
bas_TDWXO,35.9,5700,63.5,161.9,2,9,6,384,19,0,5,108,2,92,female,obligatory_school,catholic,no,no
bas_UUPOB,62.9,6700,96.4,182.2,2,6,2,440,39,7,6,96,5,59,male,SEK_III,other,no,no
bas_TCXBL,66.1,5800,81.6,174.8,4,9,8,394,44,6,5,67,3,59,male,apprenticeship,catholic,no,yes
bas_PCFYU,76.5,6700,86,198.3,1,9,6,482,40,0,5,65,2,4,male,apprenticeship,other,yes,no
bas_AAPGH,66.1,5600,86.2,191.6,2,9,7,395,59,0,0,102,2,60,male,SEK_III,confessionless,no,yes
bas_YDLFF,60.9,7200,68.9,159.5,2,6,9,421,0,5,5,94,7,61,female,obligatory_school,confessionless,no,yes
bas_VBLYQ,35.8,7500,86.7,193.8,0,9,7,452,41,0,8,53,3,37,male,SEK_III,catholic,no,no
bas_JDUIY,30.4,6e3,66.3,161.2,1,6,1,446,0,0,4,52,9,97,female,apprenticeship,catholic,no,yes
bas_MFBEB,32.4,7100,84,149.7,3,9,4,544,46,5,6,60,3,73,male,SEK_III,evangelical-reformed,yes,no
bas_GIVQY,21.5,5400,71,182.4,2,6,1,379,0,0,10,55,0,83,male,SEK_III,confessionless,no,no
bas_HDPUN,49.2,4600,70.4,176.5,0,9,7,437,18,5,7,100,6,49,female,obligatory_school,evangelical-reformed,no,yes
bas_WDCRB,32.1,6200,71.6,183,4,7,8,432,30,7,4,104,2,35,male,SEK_III,confessionless,no,yes
bas_LVAOG,46.3,7700,88.3,162.4,0,8,5,507,48,5,5,111,1,15,male,SEK_III,confessionless,no,yes
bas_KODOG,62.5,7300,92.8,176,2,9,4,471,18,0,3,85,1,76,male,apprenticeship,catholic,no,yes
bas_PJXCQ,63.1,6400,66.8,171.8,2,6,6,585,32,0,3,108,6,44,female,SEK_III,confessionless,no,yes
bas_FKLPA,31.6,6500,57.9,166.9,2,9,8,472,0,0,5,74,6,58,female,SEK_III,confessionless,no,no
bas_JYDQA,26.6,6400,66.4,157.9,1,9,5,458,32,0,8,74,3,78,female,obligatory_school,catholic,no,yes
bas_CUJNT,34.7,7100,82.4,186.7,2,9,6,523,52,4,4,86,4,69,male,apprenticeship,confessionless,no,yes
bas_ZSKSD,61.9,6700,55.6,164.3,1,9,5,212,19,3,3,107,5,49,female,apprenticeship,catholic,no,yes
bas_BCWGX,23.7,8200,56.5,168.5,2,9,2,418,40,6,2,62,2,53,female,obligatory_school,catholic,no,no
bas_EHXCA,42.2,6400,89.2,183.1,2,8,3,393,0,0,7,48,5,34,male,apprenticeship,evangelical-reformed,no,no
bas_RVMLR,61.6,8200,74.8,172.2,2,5,7,438,50,0,4,97,7,44,female,apprenticeship,evangelical-reformed,no,no
bas_MIXLX,34.3,5600,80.5,169.4,2,5,3,320,39,0,4,82,1,52,male,apprenticeship,confessionless,no,yes
bas_AOKMP,43.7,8300,70.3,153.3,1,8,6,501,17,0,4,128,3,54,female,apprenticeship,evangelical-reformed,yes,yes
bas_RMXVF,76.9,5500,82.5,177.9,2,9,9,449,0,0,3,85,0,52,male,SEK_III,evangelical-reformed,no,yes
bas_UOPVQ,41.7,8900,102.5,183.1,3,7,5,358,59,0,2,107,3,75,male,apprenticeship,catholic,no,no
bas_XXYAU,42.5,6400,76.3,179.5,4,9,8,515,32,0,1,72,2,89,male,apprenticeship,confessionless,no,no
bas_XHDWA,66.1,8200,94,179.3,1,9,5,392,0,0,0,78,5,32,male,apprenticeship,evangelical-reformed,no,yes
bas_LTUEZ,81.9,8400,71.2,185.7,2,6,5,433,0,4,1,72,2,52,male,obligatory_school,confessionless,no,yes
bas_NWBTA,67.1,5300,48.1,150.2,1,9,7,420,0,0,4,91,3,73,female,SEK_III,confessionless,yes,yes
bas_KFCXP,66.1,7700,82.7,176,1,5,2,563,0,8,3,94,4,48,male,apprenticeship,catholic,no,no
bas_HQPFT,41,7100,46.9,191.5,0,8,5,481,62,2,5,122,2,79,male,SEK_II,confessionless,no,yes
bas_IMCDS,42.2,8600,66.9,171.4,1,8,8,505,9,0,5,98,7,18,female,SEK_II,confessionless,no,yes
bas_NFBRU,67.1,4700,62.1,157.7,1,9,5,298,34,3,2,65,1,40,female,apprenticeship,catholic,no,yes
bas_DPMBN,66.1,7700,61.9,148.1,1,9,7,519,31,0,3,79,4,17,female,apprenticeship,confessionless,no,yes
bas_QEHJI,40.8,5900,92.4,177.3,2,9,5,397,71,4,2,103,5,57,male,SEK_III,catholic,no,no
bas_UKRRO,50.1,6600,87.1,160.2,4,8,3,419,25,3,2,113,5,74,male,SEK_III,catholic,no,yes
bas_UNHFY,76.2,6700,68.5,171,1,5,9,395,32,0,6,76,4,97,male,SEK_II,catholic,no,yes
bas_BCIXW,48,5900,109.6,193.1,1,9,3,273,45,3,4,104,5,47,male,SEK_II,catholic,no,yes
bas_OCNQF,36.2,7200,88.1,174.6,1,7,4,373,28,6,5,64,5,34,male,obligatory_school,catholic,no,no
bas_TEFGR,47.8,6200,57.7,170,2,9,4,525,21,0,4,123,2,74,female,SEK_III,evangelical-reformed,no,yes
bas_AGKPD,42.2,9400,60.1,175.2,0,7,6,340,15,0,8,95,5,80,female,SEK_III,evangelical-reformed,no,yes
bas_ECGKI,66.1,9800,60.7,166.8,2,9,2,421,33,5,5,97,3,44,female,obligatory_school,catholic,no,yes
bas_SKCQQ,40.5,7400,78.9,196.3,3,8,5,577,6,0,9,100,1,62,female,obligatory_school,catholic,no,no
bas_NPHHT,73.9,7900,65.6,170.1,2,7,5,425,30,0,0,75,7,72,female,apprenticeship,catholic,no,yes
bas_OJICM,40.2,7100,112.5,186.9,0,6,5,458,56,0,2,76,0,36,male,apprenticeship,catholic,yes,yes
bas_XEWOQ,52.3,7700,92.2,165.1,1,6,7,428,24,1,4,154,4,38,male,obligatory_school,catholic,no,yes
bas_MANSL,36.1,7800,63.7,164,3,7,10,541,11,6,5,75,3,50,female,apprenticeship,catholic,no,no
bas_BUBVH,60.2,9100,66.6,172.3,3,5,6,291,31,0,2,72,2,85,female,apprenticeship,other,no,yes
bas_MQHYM,68.5,7100,49.5,143.3,1,7,8,386,31,0,4,95,3,73,female,obligatory_school,catholic,no,yes
bas_PWDQH,42.3,7900,85.1,173.9,3,6,7,376,49,0,2,88,4,88,male,SEK_III,catholic,no,no
bas_CNBRT,47.4,5700,62.9,169.9,1,6,4,437,39,0,6,67,5,91,female,apprenticeship,catholic,no,yes
bas_IATVP,73.8,7100,68.2,154.8,2,7,5,412,63,0,5,86,2,18,male,SEK_III,evangelical-reformed,no,yes
bas_QMKYY,28.8,6600,75.6,170.6,2,8,4,580,51,6,2,85,1,34,male,apprenticeship,catholic,no,no
bas_VZMHR,52,6100,72.2,156.3,2,9,6,501,33,0,4,92,6,24,female,obligatory_school,catholic,no,yes
bas_NISFR,43.6,7400,58.8,172.7,1,9,7,408,24,2,2,80,1,79,female,SEK_III,confessionless,no,no
bas_IYHRV,44.8,6300,61,153.8,2,9,3,403,0,0,0,90,3,82,female,SEK_III,confessionless,no,yes
bas_LEGOZ,54.8,5200,78.7,170.9,1,7,6,508,15,0,7,97,3,68,male,apprenticeship,confessionless,no,yes
bas_MVRPS,37.5,5800,60.4,185.2,0,6,7,402,16,7,6,119,6,47,female,SEK_II,confessionless,no,no
bas_OFVCI,66.1,7200,72.4,159.5,0,9,5,451,24,2,5,122,4,57,female,SEK_II,catholic,no,yes
bas_XDCTH,56.6,7500,66.7,155.1,2,10,6,390,13,0,10,102,5,42,female,SEK_III,catholic,no,yes
bas_WNIOD,66.1,8300,90.4,154.5,1,9,7,460,33,1,10,53,2,45,male,apprenticeship,confessionless,no,yes
bas_UVDSE,48.6,11200,92.4,182.7,3,6,6,391,46,1,6,85,3,46,male,SEK_III,catholic,no,yes
bas_AYHVT,37.8,7400,63.7,167.1,0,6,5,389,0,0,7,81,4,50,female,SEK_III,confessionless,no,no
bas_WTBNC,26,6900,73,190.5,1,9,8,468,44,3,0,95,4,87,male,apprenticeship,catholic,no,no
bas_RTWPC,30.1,5200,105.8,187.9,1,9,6,453,47,0,8,113,5,94,male,SEK_III,catholic,no,yes
bas_FJGYY,40.7,7500,79.4,176.1,2,8,5,521,0,0,3,110,6,73,female,apprenticeship,other,no,yes
bas_ZKMJU,26,5600,56.2,163.7,2,6,7,565,16,1,3,76,4,71,female,SEK_III,confessionless,no,yes
bas_GXGYH,50.8,5400,63.9,151.6,1,6,2,354,24,2,3,99,1,55,female,SEK_III,evangelical-reformed,no,no
bas_VYJDC,74.6,6200,59.7,160.3,0,9,6,519,37,4,6,90,4,45,female,apprenticeship,confessionless,no,yes
bas_QNWAI,41.7,5500,96.4,177.8,3,6,8,377,40,4,6,97,3,76,male,SEK_II,catholic,no,no
bas_MJNWQ,18.5,7800,74.7,209.1,3,9,3,571,0,0,1,57,1,67,male,apprenticeship,confessionless,no,no
bas_GTGVZ,66.1,8200,66,166.9,2,9,9,273,48,0,2,122,5,54,male,SEK_III,evangelical-reformed,no,yes
bas_UZXJG,47.3,7600,61.4,170.1,2,8,6,400,0,4,6,110,5,83,female,obligatory_school,catholic,no,yes
bas_LGPWM,75.9,6e3,78.5,157.7,1,6,6,509,55,0,6,117,5,66,male,apprenticeship,confessionless,no,yes
bas_RJRXA,44.2,8100,73.6,182.9,1,9,3,422,49,3,4,59,0,126,male,obligatory_school,other,no,yes
bas_XFZTP,28.7,6300,70.5,156.6,0,7,3,369,26,2,0,111,4,89,female,apprenticeship,catholic,no,no
bas_IRQVV,46.8,7600,67.1,167.7,3,7,5,317,15,2,1,58,5,73,female,SEK_III,confessionless,no,yes
bas_SOUBU,62.8,6600,85.6,174.7,4,6,5,421,39,1,2,115,5,56,male,SEK_II,muslim,no,yes
bas_UJUEF,24.4,8100,83.9,161.1,1,6,1,415,45,0,4,97,5,58,male,obligatory_school,evangelical-reformed,no,yes
bas_EMUKU,50.5,8400,69.4,155.4,1,9,5,383,19,5,6,105,5,58,female,SEK_III,confessionless,no,yes
bas_WVOAK,51.1,6e3,59.2,159.1,1,6,3,498,27,0,7,110,3,35,female,apprenticeship,confessionless,no,no
bas_PJCNW,66.1,7700,66,188.2,4,9,6,529,28,4,3,100,1,47,male,apprenticeship,confessionless,no,yes
bas_HTPWV,37.4,6600,67.7,153.3,1,9,3,450,8,6,5,120,6,76,female,apprenticeship,confessionless,no,yes
bas_MVUJP,47.5,4e3,103.3,178.5,2,5,5,486,38,7,2,92,2,84,male,SEK_III,catholic,no,yes
bas_IZCSK,25.8,7800,88.9,178.9,3,9,3,235,27,0,5,40,4,31,male,SEK_III,confessionless,no,yes
bas_MGJKB,26.6,7500,73.9,168.2,1,7,4,477,29,5,3,103,5,77,male,apprenticeship,confessionless,no,no
bas_IQYTP,54.9,6e3,95.6,178.6,1,6,8,441,36,8,3,103,3,21,male,apprenticeship,other,no,yes
bas_GGWUE,33.1,5600,73.2,154.8,4,9,3,427,0,6,0,75,12,58,female,apprenticeship,evangelical-reformed,no,yes
bas_UECLK,33.6,10600,78.5,172.5,2,9,6,486,27,2,7,73,3,81,female,SEK_III,catholic,no,yes
bas_YNKUW,83.6,7300,60.5,165.3,3,9,4,498,28,0,0,112,5,72,female,apprenticeship,confessionless,no,yes
bas_ZCCFD,39.3,7400,60,167.6,0,8,3,443,39,3,3,88,1,92,female,apprenticeship,catholic,no,yes
bas_FUANB,49,6e3,84.7,164.5,0,9,5,252,54,4,1,153,3,71,male,SEK_III,catholic,no,yes
bas_GELRH,43.7,8100,98.7,198.4,3,7,4,384,0,0,8,56,7,76,male,SEK_III,confessionless,no,yes
bas_UXBTY,25.9,6300,61,169.1,1,7,6,483,45,0,0,66,4,67,female,SEK_III,evangelical-reformed,no,no
bas_RLIHB,66.1,6400,91.5,189.2,1,5,6,202,24,0,6,74,1,36,male,apprenticeship,confessionless,no,yes
bas_UUBXL,37,6800,45,177.9,1,7,4,426,38,8,3,104,7,89,female,SEK_III,catholic,no,yes
bas_TRFKV,40.7,5700,105.7,170,1,8,4,376,42,1,6,73,4,102,male,SEK_III,catholic,no,yes
bas_UMJMX,66.1,6400,79.3,195.5,1,7,2,416,38,0,1,90,2,98,male,obligatory_school,confessionless,no,yes
bas_RBWUV,46.6,7400,52.9,152.7,1,7,9,571,26,0,10,91,5,59,female,obligatory_school,confessionless,no,yes
bas_BESST,24.9,6800,72.8,175.6,2,10,7,667,0,0,5,56,3,62,male,SEK_III,other,no,yes
bas_MXCQK,66,6700,82.9,188.6,1,9,3,495,35,0,3,136,4,68,male,SEK_III,confessionless,yes,no
bas_ZSJFI,46.8,7900,71.4,168.9,1,7,5,327,32,3,6,107,1,88,male,apprenticeship,evangelical-reformed,no,yes
bas_MCOZA,62.8,7200,98.7,162,4,9,2,438,49,0,3,91,3,116,male,apprenticeship,catholic,no,yes
bas_WSBJW,66.1,6500,65.6,174.1,1,9,4,276,21,0,3,100,1,98,female,SEK_III,confessionless,no,no
bas_KLCAP,26.7,6400,76.8,184.9,1,8,7,571,13,0,10,80,3,78,male,SEK_III,confessionless,no,no
bas_JGAZJ,61.5,5800,97.5,166.3,2,7,3,468,30,0,6,123,2,57,male,apprenticeship,evangelical-reformed,no,yes
bas_WHLXD,25,6200,85.3,178.8,2,5,5,458,49,5,4,71,4,77,male,SEK_III,evangelical-reformed,no,yes
bas_AVTBE,57.9,5700,100.3,182.9,1,8,2,380,48,3,3,50,3,21,male,apprenticeship,confessionless,no,no
bas_PXTBM,53.4,7100,68.2,172.7,2,7,7,501,0,0,0,97,3,26,male,SEK_III,confessionless,no,yes
bas_NBNAB,64.9,8100,43,169.4,2,9,6,563,35,0,4,114,3,71,female,SEK_III,evangelical-reformed,no,yes
bas_WNMIS,20.4,6700,54.6,156.1,2,6,6,368,0,0,4,85,3,28,female,obligatory_school,confessionless,no,no
bas_JNQUP,24.4,6300,110.1,168.8,1,9,6,513,36,9,5,85,3,54,male,obligatory_school,confessionless,no,no
bas_QQQBV,67.5,7700,102.7,180.3,1,9,3,350,25,11,4,98,5,46,male,SEK_III,confessionless,no,no
bas_EBHRO,42.2,9300,100.4,169,1,7,3,348,50,0,4,88,1,32,male,SEK_III,evangelical-reformed,no,yes
bas_AWMCF,76.5,7600,82.5,173.4,2,6,2,376,50,0,0,75,4,0,male,apprenticeship,catholic,no,no
bas_PDIQD,66.1,7300,38.3,157.1,3,9,4,465,0,0,2,94,2,68,female,obligatory_school,confessionless,no,yes
bas_YPEYR,56.1,5800,63.7,167,2,6,5,309,35,0,0,88,1,29,male,SEK_III,confessionless,no,yes
bas_BUXNP,88.8,8100,80.4,170.9,3,6,6,305,48,0,6,76,3,28,male,apprenticeship,evangelical-reformed,no,yes
bas_KPWMY,56,5100,109.1,156.1,3,9,3,297,33,0,4,84,4,59,male,apprenticeship,catholic,yes,yes
bas_JLETK,70.6,7900,80,157.4,0,7,7,462,0,0,6,74,4,61,female,obligatory_school,confessionless,no,no
bas_YUUTC,28.8,7700,80.2,188.3,1,9,6,410,31,0,5,73,3,40,male,SEK_III,evangelical-reformed,no,yes
bas_HIODB,37.6,4900,63.8,174.1,1,7,5,436,29,2,4,101,6,66,female,apprenticeship,catholic,no,yes
bas_UWQDT,53.8,6600,75,168.9,1,9,5,333,24,0,2,103,5,40,female,SEK_III,confessionless,no,yes
bas_VANFN,33.5,5400,88.5,168.9,0,8,7,320,0,3,10,65,1,51,male,SEK_III,confessionless,no,yes
bas_OFKPE,66.1,8300,78.8,195.4,1,9,2,352,64,0,6,97,4,96,male,SEK_III,catholic,no,no
bas_ABEAM,38.7,7500,56.5,169.2,2,9,3,434,42,6,5,91,5,69,female,SEK_III,evangelical-reformed,no,yes
bas_TTXPA,66.1,6100,55.5,159.7,0,5,1,354,0,0,3,115,1,76,female,SEK_III,confessionless,no,yes
bas_CTOHU,71.7,7500,80.4,187.8,4,9,9,624,0,9,7,70,3,64,male,apprenticeship,catholic,no,yes
bas_DODWX,39.9,5900,94.2,201.9,1,8,4,516,16,3,5,87,3,87,male,SEK_III,confessionless,no,yes
bas_EBMDG,54.7,6300,65.6,157.4,0,6,5,355,44,5,9,92,6,43,female,obligatory_school,catholic,no,no
bas_MGFRM,42.5,5700,62.8,164,1,6,3,563,22,0,2,83,5,69,female,apprenticeship,confessionless,no,yes
bas_DSQHY,26.7,7400,94.5,185.6,1,9,7,349,27,4,0,82,3,42,male,apprenticeship,evangelical-reformed,no,yes
bas_BUPBT,51.4,7600,91.2,197.6,0,7,9,393,42,2,3,57,5,67,male,SEK_III,evangelical-reformed,no,no
bas_XDHIL,48.4,7700,61.4,173,1,7,2,450,0,0,4,45,4,55,female,SEK_III,confessionless,no,no
bas_YLZGI,43.5,6600,71.4,174.1,1,7,8,476,51,5,8,95,3,96,male,apprenticeship,catholic,no,no
bas_HCRCU,47,8400,83,179.9,2,9,5,493,65,4,5,86,4,49,male,SEK_II,catholic,no,yes
bas_CNUSO,59.2,7300,66,158.8,1,9,6,402,21,0,7,98,6,55,female,apprenticeship,catholic,no,yes
bas_DBMZW,34.9,4e3,64.3,170.1,2,7,6,454,0,0,8,69,2,82,male,apprenticeship,evangelical-reformed,no,no
bas_MZEXL,42.6,6600,63.7,168.2,1,9,7,577,51,0,2,75,4,50,male,SEK_III,confessionless,no,yes
bas_AXLBC,66.1,7100,52.7,164.1,3,6,7,476,30,0,6,81,3,61,female,obligatory_school,catholic,no,yes
bas_OSRUL,66.1,6400,86.2,174.6,1,5,5,404,0,3,3,55,2,23,male,apprenticeship,evangelical-reformed,no,yes
bas_VLUGZ,30,8e3,70.6,164.3,1,8,6,466,39,0,2,50,5,95,female,apprenticeship,catholic,no,yes
bas_RKKVE,25.9,7300,67.4,166.5,1,8,2,474,25,1,9,107,6,46,female,apprenticeship,catholic,no,yes
bas_JGAOO,45.3,8100,65.5,164.9,2,8,2,416,36,0,6,93,5,68,female,SEK_II,catholic,no,no
bas_KLQOP,50,8800,64.1,155.4,1,8,3,468,28,0,4,55,4,70,female,obligatory_school,catholic,no,no
bas_WZAVY,68.1,6e3,77.2,167.1,3,6,2,467,45,0,5,133,2,74,female,SEK_III,catholic,no,yes
bas_DFUTR,66.1,7100,91.6,181,2,6,4,463,48,2,4,85,4,62,male,SEK_III,other,no,no
bas_LXYAZ,18.8,7900,57.3,161.1,4,5,5,447,24,5,3,79,6,54,female,apprenticeship,evangelical-reformed,no,yes
bas_NKODY,40.7,7500,70.6,158.7,3,9,3,501,26,0,5,83,5,69,female,apprenticeship,confessionless,no,no
bas_GDUPU,37.7,6500,49,199.8,2,9,5,531,46,0,6,126,4,61,male,SEK_III,confessionless,no,yes
bas_SMHPM,51.4,7600,75.3,168.5,2,8,5,308,10,0,1,46,9,57,female,SEK_III,confessionless,no,no
bas_YMXXM,92.1,6500,68,179.7,3,6,2,571,33,0,1,89,2,58,male,SEK_II,confessionless,no,yes
bas_TJSSW,56.7,4700,91.4,177.7,2,7,5,490,29,4,4,147,4,62,male,SEK_III,confessionless,no,no
bas_ZKTDF,37.5,7700,57.9,155.9,2,9,6,368,0,0,4,87,6,63,female,SEK_III,confessionless,no,no
bas_PCOGD,48.1,7700,56,150,2,9,6,364,30,0,3,109,4,69,female,SEK_III,evangelical-reformed,no,no
bas_HIFSJ,66.1,8200,77.6,156.1,2,7,4,515,53,0,6,116,2,61,male,SEK_III,evangelical-reformed,no,no
bas_IOJOE,37.5,6800,61.8,160.5,1,5,3,475,12,5,5,71,3,59,female,SEK_II,catholic,no,yes
bas_ACIGC,21.1,6700,84.1,154.6,1,8,6,475,24,0,6,101,7,48,female,SEK_III,muslim,no,yes
bas_FYWDR,33.3,5700,71.9,173.2,1,9,6,373,0,0,2,81,5,107,male,apprenticeship,evangelical-reformed,no,yes
bas_UZNRL,52.9,7100,57.7,171.9,2,9,3,576,37,6,3,80,7,70,female,apprenticeship,catholic,no,no
bas_LADTC,52.2,8600,74.5,164.8,0,9,4,545,29,4,0,97,4,45,male,SEK_III,catholic,no,no
bas_QFSQV,31.7,6100,79.3,180.9,2,6,8,348,42,0,9,103,5,79,male,apprenticeship,catholic,no,yes
bas_PTWPK,64.6,7500,85.6,185.8,2,9,5,510,35,5,4,100,3,54,male,SEK_III,confessionless,no,yes
bas_LHVMA,55.3,7800,73.7,173.6,1,5,6,461,0,0,2,125,4,56,male,SEK_III,confessionless,no,yes
bas_WLUVP,35.6,4800,94,182.4,2,5,1,466,26,5,3,95,5,59,male,SEK_III,evangelical-reformed,no,no
bas_CRGAY,46.3,5800,54.7,165.3,1,5,3,485,29,0,7,70,3,53,female,SEK_III,catholic,no,yes
bas_FHJIX,21,6e3,53.4,153.5,1,9,6,341,18,0,2,40,5,85,female,SEK_III,catholic,no,yes
bas_YCTOC,79.5,7400,82.4,176.9,0,5,6,364,29,7,5,90,3,42,male,apprenticeship,catholic,no,no
bas_JMFTA,23.1,8600,75.7,163.4,3,9,8,458,28,4,6,121,5,78,female,apprenticeship,evangelical-reformed,no,yes
bas_DEVDU,78.4,5200,93.1,168.2,2,9,3,437,20,0,0,120,6,91,male,SEK_III,evangelical-reformed,no,no
bas_XSDYX,45.1,7900,56.1,175.3,0,9,6,373,16,1,5,90,8,29,female,SEK_III,confessionless,no,no
bas_YRIIK,82.2,6400,64.5,150.5,3,9,2,374,22,6,4,109,4,47,female,SEK_II,catholic,no,no
bas_PXVER,66.1,8e3,97.6,164.9,3,6,3,482,35,5,4,82,3,56,male,SEK_II,catholic,no,no
bas_NGXIO,51.3,8e3,54.5,170.7,1,6,7,488,40,0,6,106,0,43,male,SEK_III,other,no,no
bas_DITVH,75.6,9500,71.2,170.7,3,9,5,451,36,2,2,85,3,51,male,SEK_III,evangelical-reformed,no,no
bas_XQGBS,54.4,6500,103.6,169.6,2,9,3,468,47,8,3,81,4,48,male,obligatory_school,evangelical-reformed,no,yes
bas_MHBLI,66.1,7100,80.8,176.7,5,9,6,452,30,0,6,109,1,88,male,SEK_III,catholic,no,no
bas_SZVQY,33.7,8500,75.4,166.8,0,6,6,315,39,0,0,101,4,28,male,apprenticeship,evangelical-reformed,no,no
bas_MRTAW,80.4,6200,64.9,159.5,2,7,7,471,16,0,7,58,3,74,female,apprenticeship,other,no,yes
bas_ARLLR,59.8,5100,99.5,194.5,1,9,6,531,52,2,0,96,2,87,male,SEK_II,other,no,yes
bas_UDKXH,71.7,6400,65.9,161.5,0,6,4,413,29,3,6,66,4,74,female,apprenticeship,evangelical-reformed,no,no
bas_XCQNQ,39.6,7400,66.9,153,2,9,8,549,0,7,4,93,2,58,female,apprenticeship,catholic,yes,yes
bas_ZWEBN,25.7,6800,69.5,171.8,2,9,7,276,29,6,8,98,2,15,male,apprenticeship,catholic,no,yes
bas_IJMUI,44.1,7500,78.4,172.3,4,9,7,409,27,1,5,111,2,78,male,apprenticeship,evangelical-reformed,no,yes
bas_KUNFC,40.5,8500,61.4,157.7,3,8,3,437,30,0,4,72,6,66,female,obligatory_school,evangelical-reformed,no,no
bas_VMCVQ,18.1,8300,78.9,182.9,1,9,3,287,37,5,0,114,4,63,male,SEK_II,confessionless,no,yes
bas_VEUGD,27.4,6800,61.3,162.8,1,9,6,386,1,0,4,69,8,70,female,SEK_II,confessionless,no,yes
bas_OKWSD,40.3,5500,92,196.4,1,6,6,475,49,0,5,92,3,23,male,SEK_III,confessionless,no,yes
bas_UABVF,28.3,7900,62,153,0,9,5,418,7,0,7,73,5,28,female,apprenticeship,muslim,no,no
bas_JEQUW,56.8,4700,91.8,176.8,2,6,5,407,30,0,2,73,1,22,male,SEK_III,catholic,no,yes
bas_BCIEJ,73.8,7100,67.3,162.1,1,9,4,356,23,0,6,82,5,59,female,SEK_III,catholic,no,no
bas_CNCBA,45.5,7100,64.6,160.6,1,5,8,387,24,1,6,84,3,50,female,SEK_II,muslim,no,no
bas_NPPFX,71.8,9100,66.9,172.8,3,7,6,405,21,0,1,97,5,64,female,SEK_III,catholic,no,no
bas_QGRAA,57.9,7700,69.7,174.1,2,6,4,514,31,0,1,100,6,95,female,SEK_III,catholic,no,yes
bas_QVZAC,43.2,6600,81.3,187.3,0,10,4,290,32,3,4,81,3,53,male,SEK_III,catholic,no,yes
bas_HQPAP,22.8,4900,59.4,156.5,0,6,5,414,27,2,7,101,6,77,female,apprenticeship,confessionless,no,no
bas_UYCTZ,75.1,7700,89.7,167.2,4,6,8,514,53,7,4,110,1,50,male,apprenticeship,confessionless,no,no
bas_HYOPY,80.6,5800,61.5,152.4,2,9,6,436,31,0,5,114,3,46,female,SEK_III,confessionless,no,yes
bas_LHTRT,50.7,5700,66.1,174.2,3,5,6,372,19,0,7,79,1,39,female,SEK_III,catholic,no,yes
bas_IVPYL,19.1,7200,70.6,176,3,7,9,530,59,0,0,97,1,53,male,SEK_III,evangelical-reformed,no,yes
bas_FDVGB,54.4,8800,65.7,157.3,1,6,7,508,11,0,7,139,4,71,female,apprenticeship,muslim,no,yes
bas_OPKCA,68.4,7900,67.1,166.4,3,6,5,444,15,0,5,77,9,92,female,apprenticeship,evangelical-reformed,no,yes
bas_YQCUN,66.1,6800,88.9,195.7,2,5,5,467,40,2,4,24,4,60,male,apprenticeship,confessionless,yes,yes
bas_FBLBJ,28.6,7100,94.9,161.5,1,6,7,441,33,0,10,90,4,71,male,apprenticeship,catholic,no,no
bas_HZTLM,62,7800,68.9,173.5,3,6,5,411,31,0,5,90,5,56,female,apprenticeship,catholic,no,no
bas_SJSEQ,27.5,7800,63.2,175.8,2,8,4,473,39,0,1,76,3,48,male,SEK_III,confessionless,no,no
bas_ZXMIQ,67.5,5800,91.7,179.3,1,9,3,404,46,0,3,63,7,56,male,SEK_III,evangelical-reformed,no,no
bas_SCPKK,47.1,7400,79.2,183.8,1,7,7,474,53,0,7,78,3,63,male,obligatory_school,evangelical-reformed,no,yes
